-12.917,-7.6057
-19.258,-5.6394
-14.11,-6.3226
-0.75571,-12.055
-82.397,3.2492
-2.2311,-6.912
-21.795,-4.5288
-38.625,-2.337
-4.604,-8.4085
-9.8863,-4.1432
-37.148,-2.2707
-9.9803,-8.2142
-45.624,-1.3731
-75.468,2.496
0.33907,-10.194
-58.513,0.86237
-10.188,-6.6642
-1.2261,-12.137
-32.304,-2.7784
-23.339,-3.5535
-20.606,-5.7198
-10.188,-6.6642
-9.9077,-6.7714
-2.2311,-6.912
-9.4552,-6.9474
-8.8434,-7.1916
-8.7516,-7.2294
-8.8102,-7.1455
-7.5216,-7.4529
-8.8554,-7.244
-8.9561,-7.1987
0.33918,-10.194
0.26607,-10.236
0.29829,-10.217
-1.4868,-6.9225
0.12428,-6.9638
0.89363,-10.376
0.12822,-7.0139
-21.402,-4.621
-8.9562,-7.1988
-19.822,-2.9673
0.89386,-10.369
0.89375,-10.372
0.89377,-10.372
-23.882,-4.0552
-24.145,-4.0091
-58.419,0.94933
-9.3177,-8.4782
0.89375,-10.373
-23.394,-4.0946
-19.72,-3.0055
-17.602,-3.8247
-11.102,-7.7634
-17.916,-3.6896
-8.9506,-7.1999
-8.9533,-7.1993
0.89376,-10.372
0.89376,-10.372
-0.15214,-7.1821
-8.9533,-7.1992
0.89376,-10.372
-17.86,-3.6294
-14.885,-3.9146
0.84094,-10.36
0.74957,-10.341
-8.9537,-7.1992
-8.9543,-7.1989
-8.9531,-7.1993
-8.9526,-7.1994
-8.9543,-7.1991
-8.9516,-7.1996
-8.9535,-7.1992
-8.9557,-7.1989
-8.9535,-7.1992
0.74951,-10.341
-8.9539,-7.1991
-8.9521,-7.1995
0.75038,-10.341
-14.964,-3.9034
-8.9539,-7.1992
-8.953,-7.1993
-8.953,-7.1993
-8.9522,-7.1994
-8.9538,-7.1994
-8.9545,-7.1991
-8.9509,-7.1998
0.11121,-7.0975
-8.9528,-7.1994
-8.9529,-7.1994
-8.9539,-7.1992
-8.953,-7.1993
-8.953,-7.1993
-8.9525,-7.1996
-8.9531,-7.1993
-8.9532,-7.1993
-8.9542,-7.1991
-8.9534,-7.1992
-8.9535,-7.1993
-23.665,-4.0659
0.75046,-10.341
-8.9532,-7.1993
-8.9521,-7.1995
-8.953,-7.1993
-8.954,-7.1991
-11.138,-7.7487
-8.9531,-7.1993
-13.946,-4.0263
-8.9528,-7.1994
-8.9535,-7.1992
0.74874,-10.341
-8.9528,-7.1994
-14.181,-3.9815
-8.953,-7.1993
-8.9527,-7.1994
-8.9534,-7.1993
0.74933,-10.341
-8.9533,-7.1993
-8.9534,-7.1993
-8.9534,-7.1993
-8.9527,-7.1994
-8.953,-7.1993
-8.9534,-7.1993
-8.9537,-7.1989
-8.9526,-7.1994
-13.928,-4.0422
-8.9532,-7.1993
-13.929,-4.0387
-8.9537,-7.1992
-13.926,-4.0391
-8.9531,-7.1993
-8.953,-7.1994
0.025041,-7.0748
-11.001,-7.8095
-12.405,-7.509
-13.159,-7.3459
-13.59,-7.2527
-13.833,-7.1988
-13.779,-7.2156
0.75039,-10.341
0.75214,-10.342
-13.936,-4.038
0.75043,-10.341
-13.74,-7.2199
-13.775,-7.215
-13.936,-4.038
0.74675,-10.341
-13.794,-7.2106
-13.788,-7.212
-13.789,-7.212
-13.789,-7.2121
-13.789,-7.2119
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9534,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.75313,-10.342
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.74924,-10.341
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.75174,-10.342
0.74944,-10.341
0.74957,-10.341
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.74919,-10.341
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.75108,-10.341
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9528,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9532,-7.1993
-13.789,-7.212
-35.968,-1.2782
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.1347,-7.0963
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9536,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9529,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9532,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.13492,-7.0991
-13.789,-7.212
0.46788,-11.334
0.74968,-10.341
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.936,-4.038
-13.789,-7.212
-13.789,-7.2119
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.936,-4.038
-13.789,-7.212
-8.9529,-7.1993
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.2119
0.74972,-10.341
-8.9532,-7.1994
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.936,-4.038
-13.789,-7.2119
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.2119
0.75082,-10.341
0.13492,-7.0991
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9548,-7.199
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-8.9533,-7.1993
-13.789,-7.212
-13.789,-7.212
0.75082,-10.341
-8.952,-7.1995
-13.789,-7.212
-13.789,-7.212
-13.789,-7.2119
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.936,-4.038
-13.789,-7.212
-13.789,-7.2121
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
0.7502,-10.341
-13.789,-7.212
-13.789,-7.2119
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
-13.789,-7.212
