5.5807,9.3266
8.6718,2.8334
0.42704,5.4591
4.0724,7.303
1.9483,8.3262
1.2888,0.97876
2.7201,0.67307
4.7,1.9508
5.2289,8.0298
6.8196,1.8384
6.5659,3.4251
8.445,8.8582
3.5754,4.207
9.9746,4.7964
0.67899,3.1677
8.0254,4.4044
5.9099,6.7971
7.2858,0.055569
1.856,6.3697
3.1362,9.6424
9.1931,6.0243
4.7026,7.0862
3.813,7.3272
3.8685,7.2851
7.305,0.052976
7.8575,0
8.3188,0
7.8563,0
3.9428,7.3222
7.8974,0.0016518
7.9128,0.038565
7.9336,0.020638
7.9372,0
7.9603,0
7.9448,10
4.7559,10
7.7682,0
1.8377,5.981
7.9645,0
7.7124,1.4009
7.8598,10
3.8264,7.3283
10,10
10,7.2009
10,0
7.4283,10
8.6135,10
7.5457,9.4443
7.4893,4.9494
7.1904,10
8.9296,0
6.3252,10
5.9669,0
5.4761,0
0,0
0,10
3.4178,0
2.4782,2.2202
9.7077,1.4105e-05
6.6959,9.3545
9.0329,4.0218
9.2922,0
9.3205,10
7.6604,10
6.2447,0
1.028,4.4238
8.4688,0
6.522,7.1703
7.592,0
6.2543,7.2617
7.4464,2.6517e-05
7.4122,0
0.00034886,7.8671
0,7.3919
0,8.1992
6.4171,7.8597
6.4674,8.43
7.7073,3.7882e-05
7.3952,5.4626e-05
6.564,7.5015
6.7336,7.691
6.6011,7.9523
6.8887,7.811
6.5837,7.5574
6.8306,7.9312
6.9429,7.6879
6.793,7.7114
6.8373,7.6927
6.9635,7.6582
7.0838,7.6
7.2005,7.3023
7.1397,7.7718
7.2881,7.8384
7.16,7.6194
7.3627,7.883
7.4107,7.7777
7.3166,7.6216
7.3579,7.8226
7.3883,7.649
7.2917,7.6992
7.2911,7.6027
7.5167,7.7783
7.357,7.5763
7.4999,7.6522
7.4897,7.8658
7.3932,7.8665
7.466,8.0311
7.4868,7.6424
7.318,7.8073
7.49,7.6631
7.5898,7.6629
7.5607,7.7539
7.556,7.9533
7.4735,7.6129
7.6226,7.8005
7.6216,7.8436
7.3828,7.6358
7.6005,7.7641
7.6159,7.7596
7.675,7.58
0,3.2714
7.5455,7.7907
7.6721,7.7653
7.6313,7.6749
7.6287,7.8563
7.7848,7.6847
7.6798,7.8268
7.6302,8.0135
7.7168,7.5715
7.601,7.85
7.8075,7.6463
7.6683,7.6936
7.7325,7.7383
7.7604,7.6508
7.6082,7.7881
7.6928,7.5283
7.6474,7.8298
7.6811,7.7381
7.5541,7.6699
7.7099,7.6463
7.7744,7.5787
7.7266,7.507
7.8106,7.5996
7.631,7.7804
7.9179,7.5128
7.6778,7.8698
0.00029741,0.37608
0,2.5883
7.7671,7.72
7.9664,7.7601
10,0.48149
7.8457,7.6928
7.7818,7.7527
7.8452,7.8019
9.9998,8.2219
7.7067,7.6607
7.8913,7.5885
7.9449,7.6273
7.7551,7.8262
7.749,7.9054
10,1.6626
5.4117e-05,9.657
7.829,7.816
10,9.5409
7.8708,7.6354
7.8778,7.8326
7.6813,7.714
7.7898,7.8645
5.135,5.4618
2.8865,1.489
7.7263,7.6858
7.8906,7.5078
9.9999,2.8721
7.6484,7.7414
7.821,7.8397
8.0861,7.9422
7.8423,7.7574
7.7155,7.8569
7.7936,7.8834
8.0161,8.2637
7.7505,7.346
7.6974,7.6298
7.6206,7.5322
7.8141,7.5244
7.8549,7.5614
7.7639,7.3158
7.6489,7.803
7.8084,7.7889
7.7768,7.6341
7.7681,7.4349
7.8081,7.7256
7.7389,6.7016
7.6838,7.6156
7.7283,7.6646
7.7682,7.6127
7.7607,7.5545
7.8046,7.6274
7.5148,6.1743
7.5361,7.1658
7.9273,7.794
1.571,8.7217e-06
7.9357,7.8261
1.6779,9.9953
7.8854,7.8161
7.7472,7.9435
7.649,7.7034
7.792,7.94
7.8089,8.0376
7.8731,7.7043
7.7369,8.0731
8.1892,8.223
7.8271,7.5554
7.7505,7.58
7.5915,7.1932
7.6107,7.3907
7.6441,7.4557
7.6338,6.3987
7.7315,7.5728
7.7675,7.5194
7.5625,7.6912
4.4568e-06,5.5912
7.6627,7.4664
7.5537,6.6681
7.6238,6.635
7.488,6.7002
7.6246,7.7426
7.9807,7.3682
8.0442,7.6626
7.693,7.8782
7.5693,7.572
7.7098,7.8337
7.6723,7.504
7.8258,7.7247
7.8179,8.1758
7.6296,7.4316
7.4943,6.6332
7.6366,7.7536
8.0229,8.4016
7.5389,7.3691
7.6832,7.4588
7.6261,7.3605
7.6853,7.6905
7.5923,7.5957
7.6052,7.6474
7.5351,7.8221
7.6075,7.5053
7.6445,7.642
7.4964,6.4714
7.7312,7.9506
7.7347,8.0024
7.3407,7.0182
7.7335,7.3889
7.7193,7.6272
7.6153,6.6652
7.5663,7.8956
7.7417,7.4502
7.6177,7.6176
7.8256,7.5142
7.6478,7.2961
8.004,7.1932
1.4027,10
7.6552,7.6309
7.5705,7.5462
7.5804,7.6183
7.2586,7.1875
7.4351,7.5624
7.6864,7.4128
7.5682,7.5977
7.7003,7.5778
8.0465,6.8384
7.5225,7.7542
7.5949,7.8036
7.634,7.8737
7.6153,7.8981
7.4474,7.6184
7.6227,7.4488
7.7673,8.0744
7.5161,7.6244
0.0023698,9.9977
7.5378,7.729
7.5875,7.8891
7.6141,7.5929
7.5812,7.7942
7.4497,7.5482
7.7199,7.757
7.5282,7.6029
7.6322,8.0638
7.6805,7.3089
7.6375,7.0727
7.5974,7.7321
9.9997,7.2844
7.4435,7.72
7.9311,8.3957
7.4383,6.9669
7.4957,7.7494
7.6784,7.4821
7.7275,8.3257
7.4653,7.484
7.5357,7.5075
7.6557,7.5515
7.6123,7.6802
7.4352,7.6847
7.8552,7.1541
7.4221,7.5191
7.4895,7.4526
7.7047,7.4295
7.5545,7.6482
0.00015671,5.7194
7.5936,7.5527
7.5299,7.4627
7.5408,6.9545
7.5964,7.3627
7.616,7.6107
7.5599,7.8207
7.8213,7.1648
7.8967,7.7561
7.358,7.8074
7.6444,7.1254
7.6357,7.7123
7.6293,7.5959
7.8246,7.062
7.9357,7.8261
