-1,-5,-5,-1.933,-5
-1,5,-2.1366,-2.6446,-4.6954
-1,-0.6544,-1.6216,-4.1795,-0.096876
-1,2.845,-5,-5,4.6191
-0.76634,0.019519,-0.18024,-5,0.41793
-1,3.9227,-4.3193,-0.44248,-5
-1,-1.4044,-2.2029,0.94888,0.046258
-1,-2.3399,4.1181,4.0497,-3.7207
-1,-2.7176,-5,-1.9483,-5
-1,-0.87981,0.76038,1.0144,-5
-1,5,-2.0536,-2.6446,-0.69554
-1,5,-4.4439,-3.0609,-2.459
-1,2.3781,-5,-5,1.0681
-1,-3.9592,-4.4624,0.66178,-0.19026
-1,3.44,-5,-5,5
-1,1.4108,-0.78086,-0.70503,-5
-1,0.66933,-2.2389,-4.1795,0.007043
-1,1.172,-0.63705,4.7888,5
-1,-0.19689,-3.3729,1.1259,2.8081
-1,0.9515,1.6366,-1.1394,5
-1,4.6186,-4.0865,-3.4547,1.9705
-1,-3.1136,-5,-0.94024,-4.5353
-1,-0.20979,-3.5548,-4.5568,-4.9919
-1,2.1325,2.5662,3.1863,5
-1,5,-3.6195,-5,1.2025
-1,-1.7836,3.3642,2.8846,-1.8753
-1,3.8815,-5,-5,-4.2175
-1,-2.4716,-1.8079,-5,-5
-1,-0.21023,-2.6027,-3.2241,4.8899
-1,0.82851,-5,-4.453,4.7652
-1,4.1217,-5,-5,4.6137
-1,3.7035,-3.3933,-3.9901,-5
-1,-2.586,-3.7398,0.88339,-1.4727
-1,-1.1096,-3.5286,0.66815,-3.6927
-1,-1.035,-1.5776,-4.7228,-1.1464
-0.99973,1.857,-0.30926,0.31532,3.2098
-1,0.074472,-0.70671,-0.44486,-4.6251
-1,1.1604,-0.44844,-2.2191,4.9449
-1,-0.48064,-3.932,3.0791,3.7867
-1,2.8451,-0.63705,5,5
-0.99728,-1.9401,2.0214,4.0773,-5
-1,2.5991,-2.0707,-5,4.4645
-1,-3.9658,-0.92554,-3.7406,-0.74155
-1,4.0827,-3.3722,2.4628,3.9054
-1,4.2393,-4.3285,-2.0409,-2.6487
-1,1.5036,-5,-4.9609,4.913
-1,5,-2.9792,-3.0609,1.882
-1,-0.76551,-5,-4.7007,4.8101
-1,-1.0251,-2.5223,0.012288,4.9516
-1,-1.5613,-4.2228,-5,-5
-1,5,-2.2417,-0.31442,-2.9063
-1,2.8757,-4.0023,1.0546,2.1417
-1,-3.3692,-5,0.66815,-5
-1,-1.1982,-4.289,-2.7753,-5
-1,3.9502,-3.9619,-1.4869,0.285
-1,2.6137,-5,-5,-0.10094
-1,2.8452,-2.4159,-0.44248,-1.2705
-1,-0.51513,-5,-0.94024,-5
-1,-0.48064,-4.7463,-0.68851,3.7867
-1,-2.1059,-2.9352,-3.5218,-0.65282
-1,-0.2683,2.2402,4.1773,-0.67653
-1,-2.2454,1.0515,4.6629,-0.56592
-1,3.3833,-5,-5,3.7884
-1,2.5858,-1.7877,-3.1956,-4.1768
-1,5,-2.4124,0.80876,-1.4463
-1,-0.15121,-3.9807,-1.5304,-0.57209
-1,0.24663,-0.63705,5,5
-1,-1.5213,-4.6341,-2.6003,-5
-1,-3.0673,-1.6689,4.9884,-0.36998
-1,-2.0146,-0.30652,-5,3.2163
-1,0.97697,-1.0128,-4.3113,0.17465
-1,4.2827,-2.21,1.1259,0.55551
-1,1.4108,2.111,-1.4635,-0.59533
-1,1.6082,-2.1366,0.9024,-3.133
-1,3.6422,-4.1286,0.045591,-5
-1,2.5991,-4.4805,-5,4.7896
-1,-0.83564,-2.9991,5,5
-1,1.6063,-0.30926,-1.2352,0.87926
-1,4.8875,0.1747,-2.9727,5
-1,3.1338,0.97032,-1.766,5
-1,0.77412,-1.4615,-0.62095,-5
-1,2.1325,5,5,5
-1,-0.82474,-1.5779,-5,-2.2275
-1,-1.9624,-5,-3.5159,-3.3866
-1,2.0697,-5,-5,-1.2795
-1,2.0876,-4.2061,-3.0609,-3.225
-1,3.2393,-2.1011,-5,4.6137
-1,-2.6891,-4.4664,2.1539,-3.9923
-1,1.8261,-5,-5,-2.7109
-1,-3.7054,-4.9613,0.66178,0.63311
-1,-4.609,2.5316,4.0497,-5
-1,2.8551,-3.4518,-3.7857,3.5954
-1,-1.8688,-0.12393,-3.7311,-1.5717
-1,3.8646,-2.6224,4.406,3.9054
-1,1.8433,-5,-2.8232,-0.2586
-1,-0.19803,-3.7611,-2.4547,5
-1,-5,-3.7787,-5,-5
-1,2.4316,-1.5264,5,5
-1,-1.5771,-2.4353,-5,2.1742
-1,5,-1.7742,2.1229,0.55551
-1,-1.8319,-1.5561,-2.8071,3.9356
-1,-0.098184,-3.3729,1.9296,3.7416
-1,5,0.16218,-4.2517,-3.03
-1,0.80834,-5,-3.0609,2.8041
-1,1.1578,-3.9807,-1.2749,-0.72176
-1,3.4513,-3.6052,-0.20676,1.0487
-1,-0.053953,-5,2.3629,-1.6832
-1,-0.50934,-2.6449,-0.65657,-1.7637
-1,-3.5746,-5,-5,-4.9919
-1,-3.5065,-4.2228,-5,-5
-1,-0.32456,2.2402,3.0574,1.1391
-1,3.7997,-5,-5,-5
-1,5,-1.6023,-0.44248,2.6336
-1,0.71251,-2.5003,4.2568,1.4895
-1,-4.696,-1.4915,-5,-1.5038
-1,-2.9561,-5,-4.9494,0.96025
-1,-3.5584,-1.6546,1.0408,-4.7829
-1,-0.49634,-1.6275,-2.9475,-1.1842
-1,-2.6097,-5,-1.8177,2.2227
-1,4.2392,0.19993,1.0593,-4.7035
-1,5,-3.747,0.80876,-5
-1,1.4541,-2.1832,-0.91627,5
-1,3.6422,-4.7341,2.3671,-5
-1,0.80436,-3.4326,1.8179,0.77104
-1,0.73912,-5,-5,-1.7583
-1,-2.2403,-3.2651,5,5
-1,4.2263,0.053677,-4.7075,2.786
-1,2.1271,-0.69334,0.97594,5
-1,3.829,-1.224,-1.4499,-5
-1,0.91264,-4.628,-3.8291,3.9876
-0.97915,0.027621,-0.0094013,1.9529,2.6571
-1,5,-2.8968,0.16825,-2.5219
-1,0.66843,-1.0872,-3.2241,0.4189
-1,-0.52432,0.458,-0.70503,-4.8338
-1,2.8404,-1.7303,-2.7212,-0.53546
-1,-0.51513,-4.7312,0.79677,-2.7375
-1,3.1018,-1.1193,-5,-0.50407
-1,-0.26322,-2.2795,0.94888,-0.019167
-1,5,-4.4809,-3.2435,4.9154
-1,4.3211,-5,-3.0609,-2.6114
-1,5,-3.2974,-5,5
-1,-5,-4.2324,-2.4665,-3.2916
-1,4.6878,-5,-5,0.17585
-1,3.8906,-3.4481,-5,4.7896
-1,3.0493,-2.6002,-2.8945,1.5494
-1,-5,-2.3067,-5,-4.9595
-1,1.863,-4.1197,-5,2.2412
-1,3.9965,-2.6945,5,1.9521
-1,4.6904,-2.7262,-1.1586,-4.4163
-1,-0.2459,-2.5982,-5,-0.45882
-1,-5,-1.6689,4.9884,-2.9625
-1,2.2935,-5,-5,4.6191
-1,4.4382,-4.0107,-0.27852,2.9308
-1,-1.3775,-4.8625,3.1455,-0.19026
-1,2.8451,-3.1639,4.8538,5
-1,-5,-3.2829,0.58017,2.0721
-1,-0.52432,0.96764,1.1322,-5
-1,4.5482,-1.8333,4.9231,2.3981
-1,4.9805,-5,-5,-2.9193
-1,5,-2.1011,-5,5
-1,3.3734,-5,0.038425,-2.1854
-1,-2.9537,-3.7986,-5,-4.1395
-1,2.8452,-2.1378,3.3925,-2.5879
-1,2.8579,-2.8148,1.1962,3.9312
-1,0.8047,-5,-5,-5
-1,1.7639,-1.7877,-2.0479,-2.8775
-1,-1.319,-5,-0.18335,-4.5353
-1,-2.1113,-0.62221,1.2509,-2.6093
-1,-3.1136,-3.3124,-2.7756,-3.1207
-1,-2.86,-5,3.488,-5
-1,5,-4.4232,1.4922,-0.89301
-1,-2.6389,-5,-4.4711,-5
-1,4.335,-5,-2.6446,-5
-1,-4.7678,3.1045,5,-5
-1,2.8989,-1.9397,-0.20676,2.557
-1,-0.31423,-5,-2.6003,-4.1411
-1,-2.4723,1.5445,4.6629,-3.3437
-1,5,-2.9258,1.8262,-0.97741
-0.99864,2.0686,0.27354,0.16825,-2.5219
-1,3.396,-4.872,1.0546,3.8467
-1,-0.33663,-3.5548,-4.5568,-5
-1,-0.74592,-1.0416,-5,-3.8217
-1,-1.1936,1.8512,0.12765,-1.8788
-1,1.1745,-3.8866,-4.4433,-2.3575
-1,2.9426,-3.7674,-5,1.3265
-1,-1.4456,-1.0406,1.3249,-5
-1,2.9866,-1.2616,5,5
-1,-0.34294,-2.0973,3.0753,4.9516
-1,0.91072,-4.985,-0.68851,3.7867
-1,-3.9579,-4.6341,-5,-1.4211
-1,-3.9939,-1.6275,-0.8638,-0.78816
-1,-0.19803,-4.5566,-0.72327,5
-1,3.4573,-2.0179,-3.1201,-5
-1,-1.1982,-5,-5,-5
-1,4.8402,-5,-5,-1.3416
-1,-4.4909,-5,-2.0498,0.72356
-1,5,-4.835,2.3244,-5
-1,-1.8331,-5,-3.823,-0.17451
-1,-2.4624,-4.789,-4.471,-1.1358
-1,2.7237,-4.4785,5,3.947
-1,2.1912,-4.7527,4.1363,2.1892
-1,5,1.113,-1.1807,5
-1,-3.0544,-4.4842,0.75961,0.77104
-1,-2.836,2.5316,2.7973,-0.1174
-1,-3.5379,-5,-5,-5
-1,2.0966,-5,-2.8525,-5
-1,4.5325,-3.461,-5,4.6436
-1,-2.127,-4.2324,1.0056,-3.2916
-1,-0.19689,-3.9506,-1.5222,-2.1919
-1,5,-2.4966,4.406,5
-1,2.8693,-2.3357,5,5
-1,3.4568,-5,-1.5897,-5
-0.99746,-4.1962,-1.836,-5,-4.4814
-1,-1.1702,-3.2245,5,5
-1,-0.45126,-1.6546,1.0408,0.026638
-1,1.8947,-4.7463,-2.6898,5
-1,5,-2.0196,0.9721,4.1748
-1,0.39347,-3.0156,-1.1992,3.5822
-1,5,-4.5011,-1.9727,0.6515
-1,0.79469,-4.4548,-3.1753,-2.8627
-1,5,-4.0828,3.7456,-3.8731
-1,-2.3124,0.458,-0.70503,-5
-0.99936,-5,-4.6341,-3.5092,-0.97483
-1,-1.5382,-2.7448,-5,-4.0586
-1,2.7362,-3.7874,-5,2.5077
-1,2.7099,-5,0.084916,-1.1533
-1,4.5159,-3.6619,-5,-5
-0.99873,-2.4301,-0.69334,1.0654,5
-0.99728,-1.223,-0.088186,1.9299,-0.19043
-1,3.4309,-3.5245,-5,-4.3699
-1,-2.0363,-5,-4.8839,-0.59111
-1,5,-0.7509,2.9704,5
-0.99742,0.66933,-1.1171,-3.1843,1.6839
-1,5,-1.4445,-4.7068,4.3406
-1,1.9583,1.1694,1.6502,4.7825
-1,-2.9778,-4.5651,-1.9483,-5
-0.99864,-0.9862,-0.36991,0.65953,-2.9151
-1,-3.7063,-0.92554,-4.7101,-0.74155
-1,5,-3.9636,-1.4109,-5
-1,4.5738,-5,0.87471,-3.136
-1,-5,-1.5561,-4.0455,-0.78453
-1,-4.2641,-1.3819,-5,-2.1174
-1,-0.32029,-2.5205,5,5
-1,0.43939,-4.6533,0.77108,-4.5521
-1,-3.8849,-5,-2.3431,-5
-1,-2.6326,-5,-5,-3.332
-1,3.1503,-1.3119,-0.23161,5
-1,4.7208,-3.4565,5,5
-1,2.5104,-4.7812,2.4628,4.3827
-1,1.9552,-1.6275,2.0525,3.8158
-1,5,-3.1564,-5,3.3008
-1,0.95476,-2.6751,5,1.7346
-1,-2.4428,-4.789,-5,-0.78168
-1,5,-4.9218,-4.1027,2.4574
-1,-3.9086,-3.4095,-4.0802,-5
-1,-2.0222,-5,-2.6838,0.43201
-1,1.2269,2.7377,5,2.6446
-1,5,-4.8178,-5,-5
-1,-2.3187,-5,1.1759,-5
-1,-4.7582,-3.5334,1.3399,0.85422
-1,-0.32004,0.60764,-2.4897,0.093986
-1,-1.2966,-5,-5,-5
-1,-1.4456,-0.94021,1.3249,-2.6425
-1,5,-3.9238,-4.9347,1.2204
-1,-3.7845,-5,-5,1.0285
-1,2.811,-5,0,0.17585
-1,2.0837,-5,-5,-5
-1,2.1799,-2.3049,-0.73287,0.87059
-1,5,-2.7356,5,-2.1072
-1,3.7334,-3.5298,-1.4109,-5
-1,4.3497,-5,-5,2.5077
-1,3.8865,-3.1419,5,5
-0.99964,5,-0.84362,-3.1613,4.2265
