0.82434,0.34032,0.54667,0.23292,0.7876,0.34512
0.35599,0.71388,0.27626,0.052555,0.046682,0.53015
0.6651,0.35895,0.80204,0.25909,0.0042025,0.56455
0.033272,0.02807,0.35112,0.69778,0.043507,0.94496
0.078296,0.26019,0.38884,0.25244,0.084898,0.98251
0.18538,0.34869,0.70511,0.46065,0.56992,0.54264
0.82733,0.1781,0.78557,0.80344,0.41278,0.35205
0.55182,0.86578,0.70094,0.77276,0.85217,0.69503
0.21618,0.71063,0.72403,0.43958,0.09746,0.87558
0.4064,0.043207,0.87368,0.31947,0.62745,0.43911
0.099193,0.28595,0.87178,0.73583,0.40157,0.68483
0.79833,0.54317,0.63507,0.059426,0.72731,0.16401
0.45141,0.82728,0.47095,0.16902,0.32063,0.96624
0.68254,0.22254,0.21536,0.3512,0.21613,0.11883
0.6542,0.74217,0.41944,0.15938,0.85942,0.37158
0.30998,0.59497,0.1958,0.65928,0.91061,0.14563
0.14118,0.55163,0.72118,0.89965,0.080579,0.92946
0.92712,0.78023,0.075888,0.78784,0.13477,0.37166
0.60507,0.86727,0.38862,0.44283,0.94128,0.49869
0.50165,0.17318,0.19487,0.41187,0.54907,0.267
0.23386,0.97036,0.99515,0.46124,0.30551,0.2199
0.98357,0.23335,0.35939,0.4812,0.4923,0.43568
0.16111,0.22667,0.23744,0.1002,0.92055,0.9708
0.65467,0.7533,0.77625,0.10722,0.075682,0.42424
0.40382,0.56545,0.1805,0.095979,0.15483,0.35893
0.93137,0.90763,0.81239,0.77246,0.74981,0.67254
0.14322,0.12981,0.031502,0.78299,0.77093,0.77556
0.18407,0.21279,0.19574,0.61015,0.95382,0.81918
0.043667,0.42945,0.018025,0.68895,0.5237,0.15207
0.38705,0.0919,0.57557,0.5995,0.77701,0.92702
0.744,0.77374,0.2297,0.42031,0.16177,0.25916
0.086407,0.062329,0.73607,0.45495,0.27793,0.81987
0.53529,0.89871,0.38587,0.2615,0.39133,0.25186
0.778,0.99701,0.33531,0.67151,0.43422,0.8035
0.49362,0.51084,0.36546,0.36141,0.38717,0.68617
0.053298,0.41076,0.83312,0.6048,0.98574,0.94765
0.30571,0.42594,0.84385,0.53106,0.18762,0.48198
0.63931,0.64491,0.056432,0.36397,0.36687,0.21273
0.97594,0.084961,0.32258,0.2613,0.60771,0.88208
0.50703,0.025911,0.39851,0.61957,0.54636,0.89469
0.30563,0.85226,0.64725,4.6117e-05,0.56625,0.97042
0.9281,0.2849,0.23367,0.21719,0.094006,0.64334
0.46182,0.29259,0.19789,0.033957,0.64401,0.37033
0.35711,0.4216,0.84353,0.26634,0.68316,0.2128
0.63258,0.63147,0.91574,0.74067,0.066067,0.96669
0.93266,0.36466,0.062729,0.05407,0.74299,0.33952
0.49049,0.53241,0.67387,0.74949,0.43966,0.12019
0.55231,0.27567,0.45027,0.67468,0.56658,0.34256
0.72663,0.063103,0.65324,0.60531,0.32717,0.63872
0.50057,0.85056,0.49181,0.92817,0.11926,0.44577
