5.9847,4.0295,8.941
1.2388,8.8002,2.6275
0.21125,4.2209,8.1294
5.1296,3.4058,0.89414
3.7559,6.0897,3.0674
5.3993,1.0016,1.0061
8.5332,0.015472,4.952
4.8591,3.6357,6.7304
7.163,4.6411,3.9325
5.8267,7.897,0.17816
4.2089,0.43793,8.4959
8.056,8.4082,1.354
2.7714,4.713,1.6866
9.2813,5.4977,3.3253
3.3054,0.85838,4.2605
7.4469,9.4415,5.9218
9.5826,9.1939,2.0605
8.4334,2.9072,3.4868
9.8652,5.6262,7.4793
6.3593,2.2527,2.2849
2.878,1.6666,6.0893
3.6732,7.7795,4.6473
2.4705,9.7779,7.524
0.62295,1.8995,9.973
0.80381,6.8154,9.5883
1.6146,6.2808,8
6.6557,8.5068,9.1585
1.9728,5.0665,5.1884
1.3067,1.5326,6.9174
4.5338,7.2928,6.3031
7.5106,7.0493,5.4535
9.02,2.6065,0.33811
3.3054,0.85838,4.2605
2.8844,1.6671,6.0859
6.3655,2.2554,2.2885
6.1376,2.16,2.1598
3.2474,0.84676,4.2092
3.0509,1.6814,5.9982
3.1394,0.82507,4.1134
6.2589,2.2064,2.2268
3.0385,1.6802,6.0047
3.1157,0.82008,4.0925
6.3183,2.0451,2.1996
3.0937,0.77324,4.0811
6.3575,2.0816,2.228
6.2566,1.757,2.0918
3.0314,1.6704,6.0041
2.9704,1.4929,5.9559
6.2944,1.4651,2.0512
6.134,2.6246,2.3496
6.3402,1.4654,2.0523
6.0988,2.7822,2.4446
2.988,1.6042,5.9938
3.1429,1.4662,6.0964
6.1662,2.8179,2.2959
6.2471,3.0772,2.1405
6.2997,3.2437,2.0361
6.3041,3.2586,2.024
6.2414,3.1448,1.7716
6.2227,3.0706,1.6492
6.2195,3.0352,1.5911
6.234,3.0229,1.5792
6.2625,3.0113,1.5834
3.179,1.4274,6.1698
6.2616,3.0046,1.5867
6.2667,3.0106,1.5759
6.2652,3.0168,1.5832
3.1696,1.3477,6.2071
6.2656,3.0155,1.5836
3.2103,1.4549,6.2112
6.2661,3.0152,1.584
6.2661,3.0152,1.584
6.2662,3.0158,1.5846
6.2661,3.0156,1.5843
6.266,3.0154,1.5839
6.2662,3.0152,1.5841
6.2661,3.0155,1.5842
8.4338,2.9065,3.4866
8.2614,3.1635,3.5616
6.2664,3.015,1.5838
3.1957,1.4752,6.2403
6.266,3.0158,1.5837
6.266,3.0151,1.5842
6.2661,3.0154,1.5846
6.2662,3.0155,1.5838
6.2666,3.0155,1.5839
8.2552,3.1666,3.5618
5.8234,7.8963,0.17641
8.0586,2.9144,3.4268
7.7928,2.9092,3.393
7.8279,2.8977,3.397
6.1605,7.9736,0.35417
6.117,7.9636,0.33124
6.2662,3.0158,1.5833
7.8166,3.0204,3.3363
6.1583,1.3399,2.1785
7.8652,3.096,3.2256
6.266,3.0156,1.5839
3.092,0.76294,4.0817
2.9078,0.089136,4.1677
2.8153,0,4.1962
3.1375,1.3651,4.0498
3.036,0,4.1644
6.2663,3.0154,1.5843
6.2662,3.0155,1.5837
6.1063,7.9612,0.32561
6.2661,3.0155,1.5841
6.2662,3.0154,1.5838
6.2661,3.0156,1.5841
3.1368,1.5492,4.0318
3.1634,1.5237,4.0404
6.2662,3.0156,1.584
6.2661,3.0154,1.584
3.0947,0,4.1819
3.1688,0,4.3058
3.1577,0,4.4057
3.0828,0,4.5434
6.2661,3.0155,1.584
3.1947,0,4.7215
3.0516,1.4828,3.8607
6.1689,7.8662,0.27173
6.3123,7.592,0.10311
3.1528,0,4.665
3.1361,1.5098,3.4532
3.2157,1.5115,3.1926
3.2378,1.5094,3.1386
3.2276,1.5053,3.1221
3.1204,1.4753,3.0688
3.1297,1.4845,3.0736
3.1385,1.4531,3.0774
3.1383,1.4532,3.0777
3.136,1.4537,3.0827
6.2661,3.0155,1.5844
6.2662,3.0154,1.584
6.2824,7.6591,0.14616
6.2796,7.6585,0.14471
6.2614,7.6543,0.13593
6.2661,3.0152,1.5839
6.2661,3.0154,1.5841
6.2661,3.0155,1.5841
6.2662,3.0158,1.5846
6.2663,3.0154,1.5842
6.2663,3.0156,1.584
3.1367,1.4557,3.0814
9.0209,2.6066,0.3374
6.2661,3.0154,1.584
6.2662,3.0155,1.5841
6.2662,3.0155,1.584
6.2662,3.0155,1.584
6.2661,3.0154,1.584
6.2662,3.0155,1.5841
6.2662,3.0153,1.5841
7.8343,3.0581,3.139
3.1517,0,4.6666
9.2982,2.6143,0.13203
3.7538,6.0806,3.0581
9.369,2.6162,0.079573
6.2662,3.0155,1.5841
6.2662,3.0153,1.5836
