0.5081,0.16746,0.50292
0.41261,0.596,0.91982
0.56783,0.36575,0.89428
0.68562,0.090167,0.17133
0.032258,0.245,0.45848
0.64909,0.64714,0.58775
0.83858,0.31981,0.87204
0.088823,0.056265,0.81405
0.78549,0.54789,0.55693
0.54353,0.29888,0.27347
0.12115,0.81065,0.96327
0.25738,0.58625,0.2977
0.30742,0.66636,0.15031
0.36933,0.0098783,0.24535
0.61161,0.92513,0.40511
0.17925,0.84402,0.62774
0.93808,0.11888,0.0035155
0.97987,0.38071,0.21052
0.45346,0.43075,0.76666
0.75394,0.69309,0.050468
0.013722,0.74665,0.68949
0.23223,0.44444,0.62334
0.37676,0.50052,0.47326
0.73582,0.95056,0.73211
0.89087,0.90409,0.79378
0.8635,0.21411,0.99938
0.47266,0.26056,0.081465
0.68809,0.98793,0.099902
0.32147,0.75269,0.41022
0.14211,0.14872,0.6779
0.90862,0.48025,0.37252
0.18767,0.8169,0.33664
0.531,0.28646,0.26557
0.55029,0.30558,0.27773
0.55034,0.30563,0.27777
0.5497,0.30591,0.27787
0.52204,0.31199,0.27906
0.51605,0.31103,0.27806
0.50728,0.30925,0.27637
0.50848,0.31008,0.275
0.484,0.29677,0.29009
0.47633,0.29439,0.29381
0.48607,0.29736,0.2986
0.49167,0.2985,0.30138
0.47265,0.26056,0.0815
0.25738,0.58625,0.29769
0.68809,0.98793,0.099902
0.47751,0.30037,0.30064
0.48507,0.29873,0.29999
0.46597,0.26523,0.10962
0.37859,0.50074,0.47346
0.46781,0.26401,0.10255
0.71567,0.99808,0.11429
0.50816,0.16745,0.50292
0.47042,0.26327,0.10228
0.43768,0.27213,0.10066
0.46969,0.17372,0.49934
0.43224,0.27361,0.10053
0.43576,0.27258,0.098292
0.48247,0.29767,0.30351
0.5149,0.26481,0.29264
0.48676,0.29967,0.29962
0.43588,0.27121,0.10054
0.80214,0.19121,0.11481
0.59566,0.28896,0.10028
0.54655,0.39777,0.31053
0.55759,0.42549,0.32684
0.47431,0.3057,0.099681
0.47343,0.30363,0.099717
0.48636,0.29956,0.29965
0.48639,0.29956,0.29967
0.49294,0.29678,0.099345
0.48299,0.29777,0.099763
0.4833,0.29807,0.096139
0.48826,0.1707,0.50107
0.25603,0.58433,0.30111
0.48631,0.29952,0.2995
0.48668,0.29942,0.29943
0.48662,0.29942,0.29942
0.4866,0.29941,0.29941
0.48662,0.29941,0.29942
0.48667,0.29941,0.29943
0.48661,0.29942,0.29943
0.48657,0.29943,0.29942
0.48661,0.29941,0.29941
0.48794,0.17072,0.50107
0.48659,0.29941,0.29942
0.37339,0.50013,0.47288
0.23686,0.48346,0.4584
0.53518,0.51866,0.4921
0.48539,0.29903,0.1001
0.52368,0.51744,0.49104
0.50677,0.5167,0.49566
0.50484,0.51685,0.49755
0.50515,0.51681,0.49719
0.48814,0.29953,0.10043
0.5045,0.52976,0.49671
0.48662,0.29942,0.29942
0.48438,0.29959,0.10212
0.48652,0.29942,0.10003
0.50546,0.52106,0.49732
0.53415,0.48914,0.5107
0.48653,0.29943,0.10003
0.51156,0.49383,0.49318
0.52036,0.50209,0.4996
0.47107,0.46091,0.52363
0.56997,0.57187,0.49402
0.43195,0.46761,0.47407
0.48629,0.48224,0.51175
0.49193,0.48889,0.49186
0.49319,0.48975,0.4921
0.50293,0.49303,0.53546
0.48537,0.46339,0.49326
0.48798,0.47903,0.48943
0.47342,0.47434,0.49627
0.48776,0.48435,0.48969
0.48765,0.48377,0.49096
0.53563,0.44227,0.49251
0.48854,0.48483,0.48934
0.46557,0.49057,0.51588
0.48868,0.48502,0.48926
0.48819,0.48602,0.48934
0.48785,0.48646,0.48935
0.48727,0.48485,0.48343
0.4868,0.48586,0.48701
0.48671,0.48597,0.48679
0.48701,0.48669,0.48639
0.48682,0.48644,0.48645
0.48693,0.48654,0.48636
0.48665,0.48668,0.48665
0.48664,0.48664,0.48669
0.48659,0.48671,0.48654
0.4865,0.48655,0.4867
0.4865,0.29944,0.10002
0.48666,0.48663,0.48663
0.48664,0.29942,0.1
0.48662,0.48657,0.48652
0.4866,0.29941,0.099998
0.4862,0.48659,0.48644
0.48669,0.48669,0.48682
0.48635,0.4865,0.48664
0.48658,0.48642,0.48683
0.4865,0.48659,0.4866
0.48606,0.48624,0.48675
0.48679,0.48669,0.48678
0.48679,0.48676,0.4868
0.48638,0.48668,0.48662
0.48667,0.48668,0.48676
0.4867,0.48665,0.48657
0.48662,0.29942,0.29941
0.52395,0.46243,0.47042
0.48675,0.48657,0.48667
0.48671,0.48665,0.48668
0.48676,0.48661,0.48656
0.48665,0.29942,0.29942
0.48663,0.29942,0.1
0.48663,0.29942,0.1
0.48626,0.48627,0.48645
0.48662,0.29942,0.1
0.48642,0.48667,0.48653
0.48663,0.48664,0.48663
0.48652,0.48664,0.48662
0.48663,0.48689,0.48681
0.20093,0.4792,0.45472
0.48638,0.48665,0.4866
0.48656,0.48655,0.48659
0.48676,0.4864,0.48685
0.48645,0.48662,0.48657
0.48676,0.48663,0.48667
0.48664,0.29942,0.29942
0.48663,0.29942,0.099999
0.48642,0.4867,0.48657
0.48701,0.48681,0.48664
