4.5235,5.8265,6.8379
9.7316,9.6652,4.3889
8.1907,5.4487,4.7982
8.5386,6.9029,5.8919
4.2643,6.4858,0.085665
2.1367,8.4643,3.4494
5.1101,7.6644,2.75
1.5251,8.404,8.6704
2.5348,9.3658,0.78473
3.9704,2.4037,5.0116
3.2256,6.1305,5.4021
6.922,0.90567,9.512
0.53918,7.2961,1.7465
7.6826,8.9738,1.1647
7.1988,1.5311,2.2755
7.9207,0.22794,0.38004
3.0734,7.9028,9.2539
4.9001,1.645,9.7938
0.28477,1.9512,8.3093
0.63248,9.7681,2.8482
3.6734,2.7498,2.1721
2.4245,4.1265,6.4442
9.4636,3.1415,7.5954
6.6938,3.8739,1.4494
1.203,4.4115,3.4231
5.3857,4.8333,4.2855
5.7816,3.5836,7.8909
5.9541,6.7695,6.2146
8.9339,0.37847,7.4468
1.7963,1.1929,6.9218
9.0919,3.0389,4.0395
6.4987,5.1237,8.8192
5.9495,4.7909,5.9447
5.9183,6.7863,6.0192
5.912,6.9853,5.9311
5.9347,4.7921,5.901
5.8261,6.7688,5.6276
6.034,4.7839,6.1908
5.9749,4.7938,6.0356
5.9714,4.8051,6.0633
5.8276,6.6476,6.0357
5.6387,6.2325,6.0843
5.7028,5.9764,6.0342
5.763,5.9112,6.0042
5.8593,5.8866,5.9605
5.899,5.9547,5.9499
6.0139,6.0197,5.9423
6.3166,5.9302,5.7171
5.9843,6.0157,6.0369
5.9846,6.0148,6.128
6.0005,5.992,5.9994
6.0043,5.9853,6.0003
3.9704,2.4037,5.0116
6.0006,5.9878,5.9968
6.0036,5.9894,5.9973
5.9992,5.9879,5.9991
5.9991,5.9878,5.9993
5.999,5.9879,5.9993
5.9995,5.9877,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9996
5.9995,5.9877,5.9994
5.9996,5.988,5.9996
5.8487,4.7177,6.0813
3.9731,2.4015,4.9888
5.9995,5.988,5.9995
5.9996,5.9878,5.9996
5.9996,5.9879,5.9994
5.9996,5.9879,5.9996
5.9996,5.988,5.9996
5.9995,5.988,5.9996
5.9995,5.988,5.9996
5.9995,5.9879,5.9995
5.9995,5.9879,5.9995
5.9995,5.9879,5.9995
5.9995,5.988,5.9996
5.9995,5.9879,5.9995
5.9995,5.988,5.9996
5.9995,5.988,5.9995
5.9995,5.9879,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9996
5.9995,5.988,5.9996
5.9996,5.988,5.9996
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.9879,5.9996
5.9996,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9995
5.9995,5.988,5.9996
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.9879,5.9995
5.9995,5.9879,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9996
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.9879,5.9996
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9995
5.9995,5.988,5.9996
5.9996,5.988,5.9995
5.9995,5.9879,5.9995
5.9995,5.9879,5.9995
5.9995,5.9879,5.9995
5.9996,5.988,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9996
3.9734,2.4012,4.9853
5.9995,5.988,5.9995
5.9996,5.988,5.9996
5.9996,5.988,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9995
5.9995,5.9879,5.9995
5.9995,5.988,5.9995
5.9996,5.9879,5.9995
5.9995,5.988,5.9995
5.9996,5.988,5.9996
3.9256,2.4092,4.9642
5.9748,4.8398,6.1205
5.9995,5.9879,5.9995
5.9996,5.988,5.9995
5.9995,5.9878,5.9996
5.9996,5.9879,5.9996
5.9996,5.988,5.9996
5.9995,5.988,5.9995
5.9995,5.988,5.9995
5.9995,5.988,5.9996
